Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL3703463,,None,320.35,0,3.83,BDBM153095,COc1c(C)cc2c(c(C#N)cn2-c2ccc(C(=O)O)cc2)c1C,IC50,'=',10,nM,8,,293918,UO_0000065,24.97,0.46,4.17,10.63,0,CHEMBL3706304,Inhibition Assay: Test compounds were dissolved in DMSO (Wako) at 40 mM concentration and then diluted to intended concentrations with phosphate-buffered saline (PBS). Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL163316,3-O-METHYLQUERCETIN,None,316.26,0,2.29,Quercetin-3-Me,COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,IC50,'=',31600,nM,4.5,,,UO_0000065,14.23,0.27,2.21,3.74,0,CHEMBL1015631,Inhibition of cow milk xanthine oxidase,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1150752,1,Scientific Literature,J Nat Prod,1988,None,,,,31.6
CHEMBL165064,ISOKAEMPFERIDE,None,300.27,0,2.59,1,COc1c(-c2ccc(O)cc2)oc2cc(O)cc(O)c2c1=O,IC50,'=',4,nM,8.4,,,UO_0000065,27.97,0.52,5.81,8.39,0,CHEMBL4253025,Inhibition of bovine milk xanthine oxidase using xanthine as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by UV-VIS spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4251584,1,Scientific Literature,Eur J Med Chem,2018,None,,,,0.004
CHEMBL471482,,None,478.41,2,-0.24,Quercetin-3-Me-4'-R1,COc1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c2c1=O,IC50,'=',35600,nM,4.45,,,UO_0000065,9.3,0.18,4.69,2.23,0,CHEMBL1015631,Inhibition of cow milk xanthine oxidase,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1150752,1,Scientific Literature,J Nat Prod,1988,None,,,,35.6
CHEMBL16171,WOGONIN,None,284.27,0,2.88,Wogonin,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,IC50,'=',176100,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL1015631,Inhibition of cow milk xanthine oxidase,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1150752,1,Scientific Literature,J Nat Prod,1988,None,,,,176.1
CHEMBL4211485,,None,316.31,0,3.19,1u,COc1cc(/N=N/c2cccc(=O)c(O)c2)cc(OC)c1OC,IC50,'=',57000,nM,4.24,,,UO_0000065,13.42,0.25,1.05,4.73,0,CHEMBL4183015,Inhibition of bovine milk xanthine oxidase using xanthine as substrate pretreated for 15 mins followed by substrate addition measured after 8 mins,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4177748,1,Scientific Literature,Bioorg Med Chem,2018,None,,,,57
CHEMBL1818914,,None,357.41,0,3.16,3n,COc1cc(C(CC(=O)c2ccccc2)NC(C)=O)cc(OC)c1OC,IC50,'=',48200,nM,4.32,,,UO_0000065,12.08,0.23,1.16,5.84,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,48.2
CHEMBL4088184,,None,483.48,0,3.51,1d,COc1cc(C=O)cc(OC)c1OCc1cn(Cc2ccc3c(c2)C(=O)c2ccccc2C3=O)nn1,IC50,'=',16800,nM,4.78,,,UO_0000065,9.88,0.18,1.26,4.36,0,CHEMBL4002252,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid levels using xanthine as substrate after 120 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4000245,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,,,16.8
CHEMBL4456360,,None,316.26,0,2.29,1,COc1cc(-c2c(O)c(=O)oc3cc(O)cc(O)c23)ccc1O,IC50,'=',3900,nM,5.41,,,UO_0000065,17.1,0.32,3.12,4.49,0,CHEMBL4334196,Inhibition of bovine milk xanthine oxidase assessed as reduction in uric acid production using xanthine as substrate after 10 mins by HPLC analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4330164,1,Scientific Literature,J Nat Prod,2019,None,,,,3.9
CHEMBL214321,CHRYSOERIOL,None,300.27,0,2.59,Chrysoeriol,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,IC50,'=',14000,nM,4.85,,,UO_0000065,16.17,0.3,2.26,4.85,0,CHEMBL1015631,Inhibition of cow milk xanthine oxidase,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1150752,1,Scientific Literature,J Nat Prod,1988,None,,,,14
CHEMBL1224508,,None,433.3,0,4.17,18,COc1cc(C2CC(c3ccc(Br)cc3)=NN2C(C)=O)cc(OC)c1OC,IC50,'=',74900,nM,4.13,,,UO_0000065,9.52,0.21,-0.04,6.83,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,74.9
CHEMBL1684759,,None,404.47,0,4.56,34,COc1cc(C2CC(c3cccc4ccccc34)=NN2C(C)=O)cc(OC)c1OC,IC50,'=',49500,nM,4.3,,,UO_0000065,10.64,0.2,-0.25,7.13,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,49.5
CHEMBL1684761,,None,360.41,0,4.25,36,COc1cc(C2CC(c3cccc4ccccc34)=NN2C(C)=O)ccc1O,IC50,'=',45700,nM,4.34,,,UO_0000065,12.04,0.22,0.09,6.99,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,45.7
CHEMBL1684638,,None,354.41,0,3.41,13,COc1cc(C2CC(c3ccccc3)=NN2C(C)=O)cc(OC)c1OC,IC50,'=',86400,nM,4.06,,,UO_0000065,11.47,0.21,0.65,6.73,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,86.4
CHEMBL1684637,,None,310.35,0,3.1,12,COc1cc(C2CC(c3ccccc3)=NN2C(C)=O)ccc1O,IC50,'=',81200,nM,4.09,,,UO_0000065,13.18,0.24,0.99,6.58,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,81.2
CHEMBL1684774,,None,344.37,0,3,51,COc1cc(C2CC(c3ccco3)=NN2C(C)=O)cc(OC)c1OC,IC50,'=',28700,nM,4.54,,,UO_0000065,13.19,0.25,1.54,6.18,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,28.7
CHEMBL1684777,,None,300.31,0,2.69,54,COc1cc(C2CC(c3ccco3)=NN2C(C)=O)ccc1O,IC50,'=',26800,nM,4.57,,,UO_0000065,15.22,0.28,1.88,6.07,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,26.8
CHEMBL3407749,,None,390.34,0,2.61,6,COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc(O)c1OC,IC50,'=',6950,nM,5.16,,,UO_0000065,13.21,0.25,2.55,4.04,0,CHEMBL4253025,Inhibition of bovine milk xanthine oxidase using xanthine as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by UV-VIS spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4251584,1,Scientific Literature,Eur J Med Chem,2018,None,,,,6.95
CHEMBL3407503,,None,404.37,0,2.91,5,COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc(OC)c1OC,IC50,'=',4540,nM,5.34,,,UO_0000065,13.21,0.25,2.43,4.57,0,CHEMBL4253025,Inhibition of bovine milk xanthine oxidase using xanthine as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by UV-VIS spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4251584,1,Scientific Literature,Eur J Med Chem,2018,None,,,,4.54
CHEMBL1689269,,None,360.32,0,2.6,3,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc(O)c1OC,IC50,'=',90,nM,7.05,,,UO_0000065,19.55,0.37,4.45,5.94,0,CHEMBL4253025,Inhibition of bovine milk xanthine oxidase using xanthine as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by UV-VIS spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4251584,1,Scientific Literature,Eur J Med Chem,2018,None,,,,0.09
CHEMBL471479,PERSICARIN,None,434.42,0,1.77,Persicarin,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OS(=O)(=O)[O-])ccc1O.[K+],IC50,'=',34600,nM,4.46,,,UO_0000065,11.26,0.23,2.69,2.72,0,CHEMBL1015631,Inhibition of cow milk xanthine oxidase,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1150752,1,Scientific Literature,J Nat Prod,1988,None,,,,34.6
CHEMBL4294702,,None,374.35,0,2.91,9,COc1cc(O)c2c(=O)c(OC)c(-c3cc(O)c(OC)c(OC)c3)oc2c1,IC50,'=',21030,nM,4.68,,,UO_0000065,12.49,0.24,1.77,4.35,0,CHEMBL4253025,Inhibition of bovine milk xanthine oxidase using xanthine as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by UV-VIS spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4251584,1,Scientific Literature,Eur J Med Chem,2018,None,,,,21.03
CHEMBL5397912,,None,450.44,1,5.48,36,COc1cc(OC)c(C(=O)/C=C/c2ccccc2F)c(O)c1C(=O)/C=C/c1ccccc1F,IC50,'=',728,nM,6.14,,,UO_0000065,13.63,0.25,0.66,8.43,0,CHEMBL5357583,Inhibition of Bovine XO using xanthine as substrate assessed as decrease in uric acid level measured after 10 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5356950,1,Scientific Literature,RSC Med Chem,2023,None,TIME = 0.1667 hr,INHIBITOR,,0.728
CHEMBL1684760,,None,404.47,0,4.56,35,COc1cc(OC)c(C2CC(c3cccc4ccccc34)=NN2C(C)=O)cc1OC,IC50,'=',46200,nM,4.33,,,UO_0000065,10.72,0.2,-0.22,7.18,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,46.2
CHEMBL1684776,,None,344.37,0,3,53,COc1cc(OC)c(C2CC(c3ccco3)=NN2C(C)=O)cc1OC,IC50,'=',30200,nM,4.52,,,UO_0000065,13.13,0.25,1.52,6.15,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,30.2
CHEMBL3703464,,None,326.74,0,3.86,BDBM153096,COc1cc2c(C#N)cn(-c3ccc(C(=O)O)cc3)c2cc1Cl,IC50,'=',14,nM,7.85,,293919,UO_0000065,24.04,0.47,3.99,10.44,0,CHEMBL3706304,Inhibition Assay: Test compounds were dissolved in DMSO (Wako) at 40 mM concentration and then diluted to intended concentrations with phosphate-buffered saline (PBS). Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3703462,,None,310.28,0,3.35,BDBM153094,COc1cc2c(C#N)cn(-c3ccc(C(=O)O)cc3)c2cc1F,IC50,'=',16,nM,7.8,,293917,UO_0000065,25.13,0.46,4.45,10.36,0,CHEMBL3706304,Inhibition Assay: Test compounds were dissolved in DMSO (Wako) at 40 mM concentration and then diluted to intended concentrations with phosphate-buffered saline (PBS). Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667809,,None,360.37,0,3.93,BDBM158002,COc1ccc(/C=C/c2cn(-c3ccc(C(=O)O)c(O)c3)cc2C#N)cc1,IC50,'=',28.8,nM,7.54,,300282,UO_0000065,20.92,0.38,3.61,7.9,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4067565,,None,356.33,0,2.78,6h,COc1ccc(/C=C2\Oc3cc(OCC(=O)O)ccc3C2=O)c(OC)c1,IC50,'=',1270,nM,5.9,,,UO_0000065,16.55,0.31,3.12,6.46,0,CHEMBL4036300,Inhibition of bovine milk xanthine-oxidase using xanthine as substrate after 5 mins by spectrophotometric method,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4033722,1,Scientific Literature,Bioorg Med Chem,2017,None,,,,1.27
CHEMBL4105165,,None,326.3,0,2.77,6g,COc1ccc(/C=C2\Oc3cc(OCC(=O)O)ccc3C2=O)cc1,IC50,'=',1570,nM,5.8,,,UO_0000065,17.79,0.33,3.03,7.07,0,CHEMBL4036300,Inhibition of bovine milk xanthine-oxidase using xanthine as substrate after 5 mins by spectrophotometric method,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4033722,1,Scientific Literature,Bioorg Med Chem,2017,None,,,,1.57
CHEMBL1818925,,None,342.35,0,3.05,3y,COc1ccc(C(CC(=O)c2ccc([N+](=O)[O-])cc2)NC(C)=O)cc1,IC50,'=',52600,nM,4.28,,,UO_0000065,12.5,0.23,1.23,4.34,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,52.6
CHEMBL1818913,,None,357.41,0,3.16,3m,COc1ccc(C(CC(=O)c2ccccc2)NC(C)=O)c(OC)c1OC,IC50,'=',46100,nM,4.34,,,UO_0000065,12.13,0.23,1.18,5.87,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,46.1
CHEMBL1818909,,None,297.35,0,3.15,3i,COc1ccc(C(CC(=O)c2ccccc2)NC(C)=O)cc1,IC50,'=',45000,nM,4.35,,,UO_0000065,14.62,0.27,1.2,7.85,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,45
CHEMBL1818911,,None,327.38,0,3.15,3k,COc1ccc(C(CC(=O)c2ccccc2)NC(C)=O)cc1OC,IC50,'=',44300,nM,4.35,,,UO_0000065,13.3,0.25,1.2,6.74,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,44.3
CHEMBL243664,ACACETIN,None,284.27,0,2.88,acacetin,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,IC50,'=',14100,nM,4.85,,,UO_0000065,17.06,0.32,1.97,6.07,0,CHEMBL1015631,Inhibition of cow milk xanthine oxidase,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1150752,1,Scientific Literature,J Nat Prod,1988,None,,,,14.1
CHEMBL2420082,,None,302.33,0,4.62,NF-14,COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1,IC50,'=',18900,nM,4.72,,,UO_0000065,15.62,0.28,0.1,11.98,0,CHEMBL4480587,Inhibition of bovine milk xanthine oxidase using xanthine as substrate preincubated for 5 mins followed by substrate addition by UV-visible spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4480371,1,Scientific Literature,Medchemcomm,2019,None,,,,18.9
CHEMBL1209915,,None,373.25,0,4.16,16,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C(C)=O)cc1,IC50,'=',66500,nM,4.18,,,UO_0000065,11.19,0.25,0.02,9.97,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,66.5
CHEMBL1684639,,None,403.28,0,4.16,17,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C(C)=O)cc1OC,IC50,'=',64100,nM,4.19,,,UO_0000065,10.4,0.23,0.03,8.2,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,64.1
CHEMBL1684643,,None,339.35,0,3.3,22,COc1ccc(C2CC(c3cccc([N+](=O)[O-])c3)=NN2C(C)=O)cc1,IC50,'=',73300,nM,4.13,,,UO_0000065,12.18,0.23,0.83,4.86,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,73.3
CHEMBL1684644,,None,369.38,0,3.31,23,COc1ccc(C2CC(c3cccc([N+](=O)[O-])c3)=NN2C(C)=O)cc1OC,IC50,'=',75200,nM,4.12,,,UO_0000065,11.16,0.21,0.81,4.37,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,75.2
CHEMBL1684754,,None,344.41,0,4.55,29,COc1ccc(C2CC(c3cccc4ccccc34)=NN2C(C)=O)cc1,IC50,'=',43500,nM,4.36,,,UO_0000065,12.66,0.23,-0.19,10.41,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,43.5
CHEMBL1684758,,None,374.44,0,4.55,33,COc1ccc(C2CC(c3cccc4ccccc34)=NN2C(C)=O)cc1OC,IC50,'=',45600,nM,4.34,,,UO_0000065,11.59,0.21,-0.21,8.49,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,45.6
CHEMBL1209130,,None,294.35,0,3.39,8,COc1ccc(C2CC(c3ccccc3)=NN2C(C)=O)cc1,IC50,'=',76200,nM,4.12,,,UO_0000065,13.99,0.26,0.73,9.83,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,76.2
CHEMBL562142,,None,324.38,0,3.4,11,COc1ccc(C2CC(c3ccccc3)=NN2C(C)=O)cc1OC,IC50,'=',83700,nM,4.08,,,UO_0000065,12.57,0.23,0.68,7.97,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,83.7
CHEMBL1684771,,None,284.31,0,2.99,47,COc1ccc(C2CC(c3ccco3)=NN2C(C)=O)cc1,IC50,'=',21300,nM,4.67,,,UO_0000065,16.43,0.3,1.68,8.49,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,21.3
CHEMBL1684775,,None,314.34,0,2.99,52,COc1ccc(C2CC(c3ccco3)=NN2C(C)=O)cc1OC,IC50,'=',29400,nM,4.53,,,UO_0000065,14.42,0.27,1.54,7.05,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,29.4
